Rank,Player,Team,Position,MIN,FGM,FGA,FTM,FTA,3PM,REB,AST,STL,BLK,TO,PTS,Research %ROST,Research +/-,Fantasy TOT,Fantasy AVG,Position List,Projected Fantasy Points,VORP,Adjusted VORP,Tier
121,OG Anunoby,NY,"SF, PF",33.6,5.6,11.5,1.4,1.8,2.0,4.2,2.1,1.4,0.7,1.6,14.6,68.0,3.1,1943.0,29.4,"['SF', 'PF']",29.5,8.600000000000001,0.755941286350136,4
122,Mike Conley,Min,PG,27.2,3.7,8.3,1.4,1.6,2.1,2.7,5.6,1.1,0.2,1.3,11.0,49.3,-1.5,2116.0,28.6,['PG'],28.499999999999996,9.399999999999995,0.7572079703031317,4
123,Stephon Castle,SA,PG,28.9,5.5,11.9,2.8,3.7,1.1,3.1,3.7,1.4,0.8,2.1,14.9,42.5,10.8,2045.0,29.2,['PG'],29.300000000000004,10.200000000000003,0.8216512018182924,4
124,Ausar Thompson,Det,"SF, PF",29.5,4.4,8.9,1.4,2.2,0.4,7.5,2.2,1.3,1.1,1.6,10.6,47.7,-0.5,2079.0,28.5,"['SF', 'PF']",28.4,7.5,0.659251121816979,4
125,Brandin Podziemski,GS,SG,29.3,4.1,8.9,0.8,1.2,1.4,6.4,4.1,0.9,0.4,1.3,10.5,38.8,5.6,2102.0,28.0,['SG'],28.0,4.5,0.41621822330290553,4
126,Jaden Ivey,Det,SG,31.8,5.9,13.8,3.4,4.5,1.7,3.8,4.6,0.8,0.5,2.9,16.8,52.4,1.9,2112.0,27.8,['SG'],27.799999999999997,4.299999999999997,0.3977196356005539,4
127,Isaiah Hartenstein,OKC,C,27.4,3.4,5.5,1.5,2.1,0.1,8.9,2.6,1.2,1.2,1.3,8.4,51.7,-6.8,1912.0,30.3,['C'],30.299999999999997,9.599999999999998,0.7717596549693584,4
128,Keldon Johnson,SA,SF,29.8,5.8,12.8,2.6,3.3,1.9,5.5,2.8,0.7,0.4,1.5,16.1,34.0,-1.9,2002.0,28.6,['SF'],28.6,6.399999999999999,0.5779248955678066,4
129,Ivica Zubac,LAC,C,26.7,4.8,7.4,1.9,2.6,0.0,9.3,1.3,0.3,1.2,1.2,11.4,38.4,2.9,2008.0,28.3,['C'],28.4,7.699999999999999,0.6190155565900063,4
130,Cameron Johnson,Bkn,"SF, PF",30.5,5.3,11.7,1.8,2.2,2.7,4.8,2.4,1.0,0.3,1.0,15.0,33.5,3.9,1962.0,28.9,"['SF', 'PF']",29.0,8.100000000000001,0.7119912115623375,4
131,Jordan Poole,Wsh,"SG, PG",27.8,5.8,14.0,2.5,2.8,2.2,2.5,4.1,1.0,0.3,2.3,16.3,71.3,-1.7,2109.0,27.0,"['SG', 'PG']",27.1,8.0,0.6444323151516018,4
132,Donovan Clingan,Por,C,22.8,4.3,7.7,1.2,1.8,0.2,5.7,1.9,0.6,2.2,1.4,10.0,24.5,8.6,1984.0,28.3,['C'],28.400000000000002,7.700000000000003,0.6190155565900065,4
133,Kelly Oubre Jr.,Phi,"SF, SG",30.8,5.9,13.3,2.6,3.5,1.6,5.1,1.5,1.2,0.7,1.3,15.9,34.5,6.2,1973.0,28.2,"['SF', 'SG']",28.2,5.9999999999999964,0.5418045895948185,4
134,Malik Monk,Sac,"SG, SF",25.1,5.2,11.7,2.2,2.6,2.0,2.9,4.6,0.6,0.5,2.0,14.6,38.5,-0.1,2010.0,27.5,"['SG', 'SF']",27.4,5.199999999999996,0.4695639776488425,4
135,Dereck Lively II,Dal,C,25.8,4.3,5.9,0.9,1.6,0.0,7.5,1.2,0.7,1.5,1.0,9.4,33.6,4.5,1964.0,28.1,['C'],28.1,7.400000000000002,0.5948980673722141,4
136,Scoot Henderson,Por,PG,31.8,6.2,15.3,3.4,4.1,1.7,3.5,6.1,0.9,0.2,3.8,17.4,55.8,0.8,1957.0,28.0,['PG'],28.0,8.899999999999999,0.7169309506061569,4
137,Chris Paul,SA,PG,25.7,3.5,8.0,0.8,1.0,1.3,3.7,6.7,1.2,0.1,1.3,9.2,50.6,-2.4,1865.0,29.1,['PG'],28.999999999999996,9.899999999999995,0.7974849900001068,4
138,Jeremy Sochan,SA,PF,31.9,5.1,11.5,1.6,2.2,0.9,6.8,3.5,0.9,0.6,2.1,12.8,16.1,5.9,1950.0,27.5,['PF'],27.4,6.5,0.5713509722413818,4
139,Ayo Dosunmu,Chi,SG,31.3,4.8,9.6,1.1,1.4,1.5,3.1,3.4,0.9,0.6,1.5,12.2,24.8,-3.6,2024.0,26.3,['SG'],26.3,2.8000000000000007,0.2589802278329191,4
140,Trey Murphy III,NO,"SF, SG",28.5,4.6,10.1,2.0,2.4,2.7,4.3,1.8,0.9,0.5,0.6,13.8,27.6,-3.0,1916.0,27.4,"['SF', 'SG']",27.5,5.299999999999997,0.4785940541420896,4
141,Herbert Jones,NO,"SF, PF",30.3,3.8,7.7,1.8,2.1,1.3,3.7,2.5,1.4,0.8,1.2,10.7,28.5,4.6,1971.0,26.6,"['SF', 'PF']",26.699999999999996,5.799999999999997,0.5098208675384635,4
142,Marcus Smart,Mem,"SG, PG",30.4,4.4,10.4,1.8,2.4,1.9,3.0,5.2,1.7,0.3,2.6,12.5,22.0,6.8,1791.0,28.4,"['SG', 'PG']",28.400000000000002,9.3,0.7491525663637371,4
143,Kelly Olynyk,Tor,"C, PF",23.0,3.6,6.6,2.0,2.4,0.8,5.3,4.3,0.9,0.4,2.0,10.0,11.7,2.2,1963.0,26.2,"['C', 'PF']",26.1,5.400000000000002,0.4570807777931057,4
144,Onyeka Okongwu,Atl,C,25.8,4.2,6.7,1.8,2.3,0.3,7.2,1.3,0.6,1.2,0.9,10.4,20.7,-4.1,1870.0,27.1,['C'],27.1,6.400000000000002,0.5145064366462392,4
145,Zaccharie Risacher,Atl,"SF, PF",29.6,5.3,11.9,1.6,1.9,0.4,4.9,2.3,0.9,0.7,1.8,12.5,27.3,7.1,1639.0,23.4,"['SF', 'PF']",23.6,2.700000000000003,0.2373304038541127,3
146,Jordan Clarkson,Utah,SG,30.9,6.3,15.1,3.2,3.7,1.8,3.5,4.9,0.6,0.1,2.7,17.6,29.2,-2.7,1837.0,27.0,['SG'],27.1,3.6000000000000014,0.33297457864232455,4
147,Jalen Suggs,Orl,"PG, SG",27.4,4.4,9.8,1.7,2.3,1.9,3.2,3.0,1.4,0.6,1.9,12.5,27.7,5.9,1841.0,26.3,"['PG', 'SG']",26.2,7.099999999999998,0.5719336796970464,4
148,Max Strus,Cle,"SF, SG",31.1,4.3,10.3,1.1,1.3,2.5,4.4,3.4,0.8,0.3,1.4,12.2,11.4,1.0,1888.0,25.5,"['SF', 'SG']",25.599999999999998,3.399999999999995,0.30702260077039684,4
149,Wendell Carter Jr.,Orl,C,26.9,4.6,8.7,1.9,2.7,1.2,7.7,2.0,0.6,0.5,1.4,12.3,8.7,3.8,1796.0,26.4,['C'],26.5,5.800000000000001,0.46627145821065413,4
150,Kentavious Caldwell-Pope,Orl,SG,31.4,3.7,8.1,1.4,1.6,1.7,2.6,2.4,1.3,0.5,1.0,10.5,11.0,2.1,1818.0,23.9,['SG'],23.9,0.3999999999999986,0.036997175404702584,4
151,Bennedict Mathurin,Ind,"SF, SG",30.3,5.8,13.1,3.9,4.7,1.5,4.6,2.2,0.7,0.4,1.9,17.1,17.6,5.2,1816.0,25.9,"['SF', 'SG']",25.900000000000002,3.6999999999999993,0.33411283025013816,4
152,Andre Drummond,Phi,C,19.5,3.8,6.7,1.7,3.0,0.0,10.1,0.7,1.1,0.7,1.3,9.3,16.1,6.7,1899.0,25.0,['C'],25.0,4.300000000000001,0.34568401212169186,4
153,Bojan Bogdanovic,Bkn,"PF, SF",30.2,6.4,13.8,2.9,3.5,2.6,3.4,2.0,0.6,0.1,2.0,18.2,7.5,1.9,1777.0,25.4,"['PF', 'SF']",25.4,4.5,0.3955506730901874,4
154,De'Anthony Melton,GS,"PG, SG",26.6,3.7,9.2,1.4,1.7,2.0,3.9,2.8,1.6,0.5,1.2,10.7,10.2,2.8,1771.0,26.0,"['PG', 'SG']",26.1,7.0,0.5638782757576516,4
155,Kel'el Ware,Mia,C,22.1,4.5,7.9,2.1,2.9,0.5,5.2,0.9,0.8,1.3,1.1,11.7,7.1,2.0,1800.0,25.7,['C'],25.7,5.0,0.40195815362987425,4
156,Alex Caruso,OKC,"SG, PG",26.0,3.0,6.5,0.9,1.2,1.6,3.4,3.2,1.5,0.8,1.3,8.5,30.6,3.8,1797.0,25.7,"['SG', 'PG']",25.7,6.599999999999998,0.5316566600000713,4
157,Shaedon Sharpe,Por,"SG, SF",34.4,5.7,13.9,3.0,3.7,1.9,5.1,2.9,0.9,0.4,2.3,16.4,29.8,-7.8,1846.0,26.8,"['SG', 'SF']",26.599999999999998,4.399999999999995,0.39732336570286664,4
158,Jalen Smith,Chi,"PF, C",21.5,4.6,8.2,1.6,2.2,1.1,6.9,1.2,0.4,0.8,1.0,11.8,5.9,1.7,1802.0,25.4,"['PF', 'C']",25.400000000000002,4.700000000000003,0.3955506730901877,4
159,Matas Buzelis,Chi,SF,28.3,5.0,10.9,1.6,1.9,0.4,4.8,2.7,1.1,0.7,1.6,12.0,9.1,1.7,1778.0,25.4,['SF'],25.400000000000002,3.1999999999999993,0.2889624477839033,4
160,Gary Trent Jr.,Mil,SG,29.5,5.4,12.7,1.5,1.8,2.6,2.6,1.7,1.2,0.3,0.7,14.8,7.8,2.5,1805.0,25.8,['SG'],25.800000000000004,2.3000000000000043,0.212733758577041,4
161,Al Horford,Bos,"C, PF",25.9,3.2,6.3,0.4,0.5,1.6,6.1,2.5,0.6,0.9,0.7,8.4,16.0,3.3,1727.0,25.8,"['C', 'PF']",25.700000000000003,5.0000000000000036,0.42192071796286695,4
162,Norman Powell,LAC,"SG, SF",29.2,5.6,11.6,2.4,2.9,2.4,2.9,1.3,0.7,0.3,1.1,16.0,11.9,5.2,1817.0,24.9,"['SG', 'SF']",24.8,2.599999999999998,0.23478198882442125,4
163,Tre Jones,SA,PG,23.8,3.4,6.8,1.2,1.4,0.7,3.2,5.3,0.9,0.1,1.3,8.7,12.1,-3.4,1856.0,24.4,['PG'],24.4,5.299999999999997,0.42693640878793593,4
164,Andrew Wiggins,GS,"SF, PF",28.2,5.4,11.7,1.9,2.6,1.5,4.6,1.8,0.7,0.6,1.3,14.1,19.4,3.5,1757.0,24.7,"['SF', 'PF']",24.800000000000004,3.9000000000000057,0.34281058334482956,4
165,T.J. McConnell,Ind,PG,18.7,4.5,8.1,0.7,0.9,0.3,2.8,5.5,1.0,0.1,1.6,10.0,7.4,1.0,1818.0,26.0,['PG'],26.0,6.899999999999999,0.5558228718182564,4
166,Cole Anthony,Orl,PG,23.8,4.3,9.9,2.3,2.8,1.2,4.1,3.3,0.8,0.4,1.6,12.2,5.9,0.8,1795.0,23.9,['PG'],23.899999999999995,4.799999999999994,0.38665938909096054,4
167,Alex Sarr,Wsh,"C, PF",26.7,4.1,9.1,2.4,3.2,0.9,6.4,1.1,0.7,1.4,1.7,11.6,24.6,0.7,1717.0,24.5,"['C', 'PF']",24.4,3.6999999999999993,0.3076505235145902,4
168,Aaron Nesmith,Ind,SF,27.4,4.3,8.8,1.5,1.9,1.9,3.8,1.5,0.9,0.6,0.9,11.9,4.9,1.1,1762.0,24.1,['SF'],24.199999999999996,1.999999999999993,0.18060152986493894,4
169,Rui Hachimura,LAL,"PF, SF",27.1,5.3,10.1,1.5,2.0,1.4,4.5,1.2,0.6,0.4,0.7,13.6,15.5,3.8,1716.0,24.5,"['PF', 'SF']",24.5,3.6000000000000014,0.31644053847215003,4
170,Terance Mann,LAC,"SG, SF",31.3,4.4,8.5,1.4,1.7,1.2,4.5,2.3,0.7,0.3,0.9,11.3,8.7,2.5,1819.0,23.6,"['SG', 'SF']",23.8,1.5999999999999979,0.14448122389195148,4
171,Taylor Hendricks,Utah,PF,28.1,3.6,7.9,0.8,1.0,1.8,6.1,1.1,0.9,1.0,0.9,9.7,6.7,2.8,1668.0,24.5,['PF'],24.699999999999996,3.799999999999997,0.3340205683872691,4
172,Nick Richards,Cha,C,25.5,3.8,5.6,2.1,2.8,0.0,7.9,0.8,0.4,1.1,1.1,9.7,4.1,1.3,1697.0,24.2,['C'],24.299999999999997,3.599999999999998,0.28940987061350926,4
173,Spencer Dinwiddie,Dal,"PG, SG",26.5,3.5,8.6,2.3,2.8,1.6,2.7,4.6,0.6,0.3,1.2,10.9,5.6,0.5,1784.0,23.5,"['PG', 'SG']",23.5,4.399999999999999,0.35443777333338083,3
174,Scotty Pippen Jr.,Mem,PG,21.3,4.0,8.2,1.7,2.3,1.2,2.7,3.9,1.5,0.4,2.2,10.9,5.1,1.4,1556.0,25.1,['PG'],25.0,5.899999999999999,0.4752688324243062,4
175,Kyle Anderson,GS,"SF, PF",23.5,2.8,5.9,1.3,1.8,0.3,4.0,4.2,1.0,0.7,1.2,7.1,3.7,0.5,1767.0,23.3,"['SF', 'PF']",23.4,2.5,0.219750373938993,3
176,Paul Reed,Det,"C, PF",18.1,2.9,5.4,0.7,1.0,0.2,5.6,1.2,0.8,1.0,0.8,6.8,2.0,0.5,1564.0,20.9,"['C', 'PF']",20.7,0.0,0.0,3
177,Corey Kispert,Wsh,"SF, SG",27.5,5.0,10.3,1.5,2.0,2.4,3.0,2.0,0.5,0.2,1.2,13.9,5.4,1.2,1805.0,22.8,"['SF', 'SG']",22.9,0.6999999999999957,0.06321053545272846,3
178,Keyonte George,Utah,"PG, SG",28.6,4.8,11.5,2.7,3.1,2.1,3.0,4.7,0.5,0.1,2.7,14.4,19.2,3.1,1693.0,23.5,"['PG', 'SG']",23.6,4.5,0.36249317727277597,3
179,Harrison Barnes,SA,PF,30.7,4.4,9.4,3.0,3.6,1.8,3.8,1.5,0.7,0.1,0.9,13.6,8.4,1.0,1821.0,22.5,['PF'],22.4,1.5,0.1318502243633958,3
180,Steven Adams,Hou,C,22.7,2.5,4.5,1.2,2.3,0.0,8.8,2.8,0.7,0.7,1.3,6.2,3.5,1.3,1648.0,22.9,['C'],23.0,2.3000000000000007,0.1849007506697422,3
181,Andrew Nembhard,Ind,"PG, SG",27.8,4.2,8.6,0.7,0.9,1.0,2.4,4.6,1.0,0.1,1.7,10.2,6.0,1.6,1647.0,23.5,"['PG', 'SG']",23.4,4.299999999999997,0.3463823693939857,3
182,Grant Williams,Cha,PF,30.4,3.8,8.2,1.5,1.9,1.8,4.7,2.3,0.6,0.6,1.4,10.8,3.1,0.8,1749.0,22.7,['PF'],22.900000000000002,2.0000000000000036,0.17580029915119472,3
183,Vince Williams Jr.,Mem,"SG, PG",26.6,3.1,7.1,1.8,2.3,1.4,5.3,3.2,0.9,0.6,1.7,9.5,2.5,0.6,1579.0,23.9,"['SG', 'PG']",23.799999999999997,4.699999999999996,0.3786039851515657,4
184,Robert Williams III,Por,C,20.6,3.1,4.2,0.7,1.0,0.0,7.0,1.3,0.6,1.3,0.8,6.9,2.1,0.3,1525.0,24.2,['C'],24.199999999999996,3.4999999999999964,0.28137070754091165,4
185,Royce O'Neale,Phx,SF,26.7,2.8,6.9,0.4,0.6,1.9,4.8,2.9,0.8,0.6,1.0,7.9,3.0,0.4,1751.0,22.4,['SF'],22.5,0.29999999999999716,0.02709022947974068,3
186,Kevin Huerter,Sac,"SG, SF",25.3,4.2,9.2,0.7,0.9,2.0,3.4,2.6,0.8,0.3,0.9,11.1,12.4,-7.6,1627.0,23.2,"['SG', 'SF']",23.299999999999997,1.0999999999999943,0.09933084142571626,3
187,Patrick Williams,Chi,PF,30.6,4.2,9.3,1.3,1.7,1.5,4.3,1.7,1.0,0.9,1.5,11.2,3.4,1.0,1560.0,23.6,['PF'],23.7,2.8000000000000007,0.2461204188116722,4
188,Duncan Robinson,Mia,SF,29.3,4.6,10.4,1.2,1.3,2.9,2.7,2.7,0.7,0.2,1.4,13.2,3.3,0.5,1648.0,23.5,['SF'],23.7,1.4999999999999964,0.13545114739870437,4
189,Isaiah Stewart,Det,"C, PF",29.6,3.9,8.2,1.5,2.0,1.3,7.2,1.5,0.4,0.8,1.4,10.6,3.1,0.8,1561.0,23.3,"['C', 'PF']",23.200000000000003,2.5000000000000036,0.20217034402387393,3
190,Luguentz Dort,OKC,"SG, SF",28.9,3.9,9.3,1.9,2.4,1.9,3.8,1.6,0.9,0.5,1.0,11.7,7.0,1.0,1681.0,22.4,"['SG', 'SF']",22.199999999999996,-7.105427357601002e-15,-6.41625525563468e-16,3
191,Bruce Brown,Tor,"SG, SF",26.7,4.0,8.3,1.6,2.0,0.8,4.1,2.8,0.9,0.3,1.2,10.4,1.8,0.1,1604.0,22.6,"['SG', 'SF']",22.599999999999998,0.399999999999995,0.03612030597298747,3
192,Kevin Porter Jr.,LAC,SG,23.2,4.2,9.9,1.7,2.5,1.8,3.3,4.4,0.9,0.3,2.3,11.9,7.9,4.0,1466.0,23.6,['SG'],23.700000000000003,0.20000000000000284,0.018498587702351618,4
193,Santi Aldama,Mem,"PF, C",24.6,3.7,8.4,1.0,1.5,1.5,5.4,1.9,0.6,0.8,1.0,9.9,3.1,0.8,1567.0,22.7,"['PF', 'C']",22.700000000000003,2.0000000000000036,0.16078326145195,3
194,Jaden McDaniels,Min,SF,30.3,4.4,9.0,0.9,1.3,1.3,3.5,1.5,0.9,0.7,1.3,11.1,10.5,0.3,1624.0,22.2,['SF'],22.1,-0.10000000000000142,-0.009030076493247108,3
195,Bilal Coulibaly,Wsh,SF,30.4,3.4,7.6,1.6,2.3,1.2,4.5,2.1,1.0,0.8,1.5,9.6,3.6,0.9,1550.0,22.1,['SF'],22.200000000000003,0.0,0.0,3
196,Payton Pritchard,Bos,PG,21.6,3.5,7.6,0.6,0.7,1.8,3.1,3.3,0.5,0.1,0.7,9.4,7.6,2.2,1680.0,21.3,['PG'],21.200000000000003,2.1000000000000014,0.1691634827272956,3
197,Obi Toppin,Ind,PF,20.2,3.8,6.9,0.9,1.2,1.3,3.7,1.5,0.5,0.5,0.8,9.8,3.3,-0.2,1640.0,20.8,['PF'],20.6,-0.29999999999999716,-0.02637004487267891,3
198,Ron Holland II,Det,SF,24.9,4.1,9.2,1.0,1.3,0.2,5.7,1.6,0.9,0.9,1.1,9.5,3.0,0.4,1564.0,22.3,['SF'],22.3,0.09999999999999787,0.009030076493246787,3
199,Rob Dillingham,Min,PG,16.8,3.5,8.2,1.0,1.4,1.0,1.9,2.7,0.7,0.1,1.6,9.0,17.2,0.6,1095.0,15.6,['PG'],15.7,-3.400000000000002,-0.27388373393943094,2
200,Mitchell Robinson,NY,C,21.4,2.4,3.7,0.8,1.8,0.0,7.3,0.6,0.9,1.2,0.7,5.5,2.6,-0.3,1096.0,21.1,['C'],21.1,0.40000000000000213,0.03215665229039011,3
201,Tim Hardaway Jr.,Det,"SG, SF",25.6,4.6,11.4,1.7,2.0,2.5,3.1,1.7,0.5,0.1,0.8,13.3,3.8,0.2,1544.0,20.6,"['SG', 'SF']",20.6,-1.6000000000000014,-0.14448122389195178,3
202,Brandon Clarke,Mem,PF,19.5,4.2,6.5,1.6,2.3,0.0,5.5,1.3,0.6,0.8,0.8,10.1,1.6,0.2,1531.0,23.6,['PF'],23.400000000000002,2.5000000000000036,0.2197503739389933,3
203,Derrick Jones Jr.,LAC,SF,27.6,3.7,7.5,1.6,2.2,1.2,4.1,1.1,0.8,0.8,1.0,10.1,1.6,0.4,1527.0,21.2,['SF'],21.299999999999997,-0.9000000000000057,-0.08127068843922332,3
204,Tre Mann,Cha,PG,24.5,3.7,8.7,1.1,1.4,1.3,3.5,3.4,1.1,0.1,1.5,9.9,3.8,0.9,1526.0,21.8,['PG'],21.700000000000003,2.6000000000000014,0.2094405024242707,3
205,Cam Whitmore,Hou,SF,21.3,5.2,11.3,1.9,2.7,1.9,4.4,0.8,0.7,0.4,1.1,14.3,4.1,0.4,1523.0,22.7,['SF'],22.7,0.49999999999999645,0.045150382466234575,3
206,Cody Williams,Utah,SG,23.8,4.5,9.3,1.9,2.2,1.3,2.7,2.1,0.4,0.8,1.6,12.1,1.6,0.0,1484.0,21.2,['SG'],21.299999999999997,-2.200000000000003,-0.20348446472586518,3
207,Dorian Finney-Smith,Bkn,"PF, SF",29.3,3.2,7.6,0.6,0.8,1.8,4.7,1.6,0.9,0.5,0.9,8.8,1.2,0.0,1481.0,20.9,"['PF', 'SF']",20.9,0.0,0.0,3
208,De'Andre Hunter,Atl,"SF, PF",27.3,4.9,10.6,2.5,3.0,1.7,3.6,1.3,0.6,0.3,1.3,13.9,2.9,0.2,1478.0,21.4,"['SF', 'PF']",21.5,0.6000000000000014,0.052740089745358446,3
209,Caleb Martin,Phi,"SG, SF",28.3,3.8,8.6,1.3,1.6,1.3,4.6,2.1,0.8,0.5,1.2,10.1,1.9,0.2,1473.0,21.7,"['SG', 'SF']",21.7,-0.5000000000000036,-0.04515038246623521,3
210,Reggie Jackson,Phi,PG,22.1,4.0,9.4,1.0,1.2,1.3,2.0,3.6,0.5,0.1,1.4,10.2,1.1,-0.1,1472.0,18.6,['PG'],18.7,-0.40000000000000213,-0.03222161575758026,3
211,Luke Kennard,Mem,SG,25.1,3.6,7.8,0.9,1.0,2.6,2.9,2.8,0.5,0.1,1.2,10.7,1.0,-0.1,1471.0,21.0,['SG'],21.1,-2.3999999999999986,-0.22198305242821614,3
212,Tari Eason,Hou,SF,20.6,3.6,7.9,1.1,1.6,0.7,6.1,1.1,1.2,0.7,1.1,9.1,2.1,0.0,1455.0,22.4,['SF'],22.299999999999997,0.09999999999999432,0.009030076493246466,3
213,Moritz Wagner,Orl,C,17.8,4.0,6.9,2.1,2.6,0.6,4.3,1.3,0.5,0.3,1.2,10.7,1.5,0.1,1445.0,19.5,['C'],19.599999999999998,-1.1000000000000014,-0.08843079379857244,3
214,Peyton Watson,Den,SF,20.5,2.9,6.2,1.0,1.5,0.6,3.6,1.2,0.6,1.2,0.8,7.4,0.8,0.1,1434.0,18.6,['SF'],18.7,-3.5000000000000036,-0.3160526772636446,3
215,Zach Collins,SA,"C, PF",20.2,3.9,7.9,1.6,2.1,0.7,5.2,2.5,0.5,0.7,1.8,10.2,1.6,0.2,1431.0,21.7,"['C', 'PF']",21.700000000000003,1.0000000000000036,0.08039163072597513,3
216,Kevon Looney,GS,C,18.3,2.2,3.6,0.8,1.3,0.0,6.6,2.0,0.5,0.5,0.7,5.2,2.1,-0.5,1419.0,18.7,['C'],18.7,-2.0,-0.16078326145194968,3
217,Dalton Knecht,LAL,SG,21.6,3.9,9.2,2.0,2.4,1.6,3.8,1.6,1.0,0.5,1.9,11.3,19.4,13.9,1418.0,20.3,['SG'],20.3,-3.1999999999999993,-0.2959774032376216,3
218,Josh Richardson,Mia,"SG, SF",25.0,3.6,8.2,1.2,1.3,1.6,2.8,2.4,0.7,0.3,1.0,10.0,0.5,0.0,1407.0,20.1,"['SG', 'SF']",20.1,-2.1000000000000014,-0.18963160635818668,3
219,Precious Achiuwa,NY,"PF, C",17.8,2.6,5.4,0.8,1.3,0.3,5.3,1.0,0.5,0.7,0.9,6.5,2.5,-0.7,1156.0,16.5,"['PF', 'C']",16.4,-4.300000000000001,-0.34568401212169186,2
220,Kevin Love,Mia,"PF, C",18.2,3.0,7.1,1.5,1.9,1.7,6.3,2.1,0.3,0.2,1.0,9.3,1.8,-0.4,1390.0,20.1,"['PF', 'C']",20.0,-0.6999999999999993,-0.056274141508182336,3
221,Marvin Bagley III,Wsh,"PF, C",22.6,4.8,8.8,1.8,2.4,0.3,6.5,0.9,0.4,0.6,1.0,11.6,1.6,0.2,1388.0,22.4,"['PF', 'C']",22.4,1.6999999999999993,0.13666577223415718,3
222,Dillon Brooks,Hou,"SF, SG",27.5,4.4,10.4,1.6,1.9,1.7,3.0,1.7,0.8,0.1,1.1,12.0,3.1,0.0,1384.0,19.5,"['SF', 'SG']",19.6,-2.6000000000000014,-0.23478198882442158,3
